,_id,year,make,model,code
2812,{'$oid': '5f96f37b8ba96e2546164dfe'},2010,Jeep,Commander,c21885
2813,{'$oid': '5f96f37b8ba96e2546164dff'},2009,Jeep,Commander,c21336
2814,{'$oid': '5f96f37b8ba96e2546164e00'},2008,Jeep,Commander,c8709
2815,{'$oid': '5f96f37b8ba96e2546164e01'},2007,Jeep,Commander,c6757
2816,{'$oid': '5f96f37c8ba96e2546164e02'},2006,Jeep,Commander,c5639
2817,{'$oid': '5f96f37c8ba96e2546164e03'},2021,Jeep,Compass,c30790
2818,{'$oid': '5f96f37c8ba96e2546164e04'},2020,Jeep,Compass,c29395
2819,{'$oid': '5f96f37c8ba96e2546164e05'},2019,Jeep,Compass,c28503
2820,{'$oid': '5f96f37d8ba96e2546164e06'},2018,Jeep,Compass,c26979
2821,{'$oid': '5f96f37d8ba96e2546164e07'},2017,Jeep,Compass,c26076
2822,{'$oid': '5f96f37d8ba96e2546164e08'},2016,Jeep,Compass,c25018
2823,{'$oid': '5f96f37d8ba96e2546164e09'},2015,Jeep,Compass,c24440
2824,{'$oid': '5f96f37e8ba96e2546164e0a'},2014,Jeep,Compass,c23855
2825,{'$oid': '5f96f37e8ba96e2546164e0b'},2013,Jeep,Compass,c23514
2826,{'$oid': '5f96f37e8ba96e2546164e0c'},2012,Jeep,Compass,c23161
2827,{'$oid': '5f96f37e8ba96e2546164e0d'},2011,Jeep,Compass,c22729
2828,{'$oid': '5f96f37f8ba96e2546164e0e'},2010,Jeep,Compass,c21933
2829,{'$oid': '5f96f37f8ba96e2546164e0f'},2009,Jeep,Compass,c21335
2830,{'$oid': '5f96f37f8ba96e2546164e10'},2008,Jeep,Compass,c8352
2831,{'$oid': '5f96f37f8ba96e2546164e11'},2007,Jeep,Compass,c6761
2832,{'$oid': '5f96f3808ba96e2546164e12'},2021,Jeep,Gladiator,c30873
2833,{'$oid': '5f96f3808ba96e2546164e13'},2020,Jeep,Gladiator,c28934
2834,{'$oid': '5f96f3808ba96e2546164e14'},2021,Jeep,Grand Cherokee,c30872
2835,{'$oid': '5f96f3808ba96e2546164e15'},2020,Jeep,Grand Cherokee,c29397
2836,{'$oid': '5f96f3818ba96e2546164e16'},2019,Jeep,Grand Cherokee,c28504
2837,{'$oid': '5f96f3818ba96e2546164e17'},2018,Jeep,Grand Cherokee,c27020
2838,{'$oid': '5f96f3818ba96e2546164e18'},2017,Jeep,Grand Cherokee,c25864
2839,{'$oid': '5f96f3818ba96e2546164e19'},2016,Jeep,Grand Cherokee,c25592
2840,{'$oid': '5f96f3828ba96e2546164e1a'},2015,Jeep,Grand Cherokee,c24473
2841,{'$oid': '5f96f3828ba96e2546164e1b'},2014,Jeep,Grand Cherokee,c23854
2842,{'$oid': '5f96f3828ba96e2546164e1c'},2013,Jeep,Grand Cherokee,c23466
2843,{'$oid': '5f96f3838ba96e2546164e1d'},2012,Jeep,Grand Cherokee,c23037
2844,{'$oid': '5f96f3838ba96e2546164e1e'},2011,Jeep,Grand Cherokee,c22211
2845,{'$oid': '5f96f3838ba96e2546164e1f'},2010,Jeep,Grand Cherokee,c21935
2846,{'$oid': '5f96f3838ba96e2546164e20'},2009,Jeep,Grand Cherokee,c21298
2847,{'$oid': '5f96f3848ba96e2546164e21'},2008,Jeep,Grand Cherokee,c10419
2848,{'$oid': '5f96f3848ba96e2546164e22'},2007,Jeep,Grand Cherokee,c6758
2849,{'$oid': '5f96f3848ba96e2546164e23'},2006,Jeep,Grand Cherokee,c2386
2850,{'$oid': '5f96f3848ba96e2546164e24'},2005,Jeep,Grand Cherokee,c2388
2851,{'$oid': '5f96f3858ba96e2546164e25'},2004,Jeep,Grand Cherokee,c2391
2852,{'$oid': '5f96f3858ba96e2546164e26'},2003,Jeep,Grand Cherokee,c2394
2853,{'$oid': '5f96f3858ba96e2546164e27'},2002,Jeep,Grand Cherokee,c2397
2854,{'$oid': '5f96f3858ba96e2546164e28'},2001,Jeep,Grand Cherokee,c2401
2855,{'$oid': '5f96f3868ba96e2546164e29'},2000,Jeep,Grand Cherokee,c2404
2856,{'$oid': '5f96f3868ba96e2546164e2a'},2012,Jeep,Liberty,c23038
2857,{'$oid': '5f96f3868ba96e2546164e2b'},2011,Jeep,Liberty,c22507
2858,{'$oid': '5f96f3868ba96e2546164e2c'},2010,Jeep,Liberty,c21896
2859,{'$oid': '5f96f3878ba96e2546164e2d'},2009,Jeep,Liberty,c21309
2860,{'$oid': '5f96f3878ba96e2546164e2e'},2008,Jeep,Liberty,c8242
2861,{'$oid': '5f96f3878ba96e2546164e2f'},2007,Jeep,Liberty,c6759
2862,{'$oid': '5f96f3878ba96e2546164e30'},2006,Jeep,Liberty,c2387
2863,{'$oid': '5f96f3888ba96e2546164e31'},2005,Jeep,Liberty,c2389
2864,{'$oid': '5f96f3888ba96e2546164e32'},2004,Jeep,Liberty,c2392
2865,{'$oid': '5f96f3888ba96e2546164e33'},2003,Jeep,Liberty,c2395
2866,{'$oid': '5f96f3888ba96e2546164e34'},2002,Jeep,Liberty,c2398
2867,{'$oid': '5f96f3898ba96e2546164e35'},2017,Jeep,Patriot,c26077
2868,{'$oid': '5f96f3898ba96e2546164e36'},2016,Jeep,Patriot,c25092
2869,{'$oid': '5f96f3898ba96e2546164e37'},2015,Jeep,Patriot,c24474
2870,{'$oid': '5f96f3898ba96e2546164e38'},2014,Jeep,Patriot,c23856
2871,{'$oid': '5f96f38a8ba96e2546164e39'},2013,Jeep,Patriot,c23515
2872,{'$oid': '5f96f38a8ba96e2546164e3a'},2012,Jeep,Patriot,c23162
2873,{'$oid': '5f96f38a8ba96e2546164e3b'},2011,Jeep,Patriot,c22603
2874,{'$oid': '5f96f38a8ba96e2546164e3c'},2010,Jeep,Patriot,c21932
2875,{'$oid': '5f96f38b8ba96e2546164e3d'},2009,Jeep,Patriot,c21274
2876,{'$oid': '5f96f38b8ba96e2546164e3e'},2008,Jeep,Patriot,c8166
2877,{'$oid': '5f96f38b8ba96e2546164e3f'},2007,Jeep,Patriot,c6762
2878,{'$oid': '5f96f38b8ba96e2546164e40'},2021,Jeep,Renegade,c30876
2879,{'$oid': '5f96f38c8ba96e2546164e41'},2020,Jeep,Renegade,c29388
2880,{'$oid': '5f96f38c8ba96e2546164e42'},2019,Jeep,Renegade,c28486
2881,{'$oid': '5f96f38c8ba96e2546164e43'},2018,Jeep,Renegade,c27156
2882,{'$oid': '5f96f38d8ba96e2546164e44'},2017,Jeep,Renegade,c26339
2883,{'$oid': '5f96f38d8ba96e2546164e45'},2016,Jeep,Renegade,c25227
2884,{'$oid': '5f96f38d8ba96e2546164e46'},2015,Jeep,Renegade,c24345
2885,{'$oid': '5f96f38d8ba96e2546164e47'},2021,Jeep,Wrangler,c30874
2886,{'$oid': '5f96f38e8ba96e2546164e48'},2020,Jeep,Wrangler,c29523
2887,{'$oid': '5f96f38e8ba96e2546164e49'},2019,Jeep,Wrangler,c28786
2888,{'$oid': '5f96f38e8ba96e2546164e4a'},2018,Jeep,Wrangler,c27157
2889,{'$oid': '5f96f38e8ba96e2546164e4b'},2017,Jeep,Wrangler,c26298
2890,{'$oid': '5f96f38f8ba96e2546164e4c'},2016,Jeep,Wrangler,c25187
2891,{'$oid': '5f96f38f8ba96e2546164e4d'},2015,Jeep,Wrangler,c24475
2892,{'$oid': '5f96f38f8ba96e2546164e4e'},2014,Jeep,Wrangler,c24085
2893,{'$oid': '5f96f38f8ba96e2546164e4f'},2013,Jeep,Wrangler,c23475
2894,{'$oid': '5f96f3908ba96e2546164e50'},2012,Jeep,Wrangler,c23036
2895,{'$oid': '5f96f3908ba96e2546164e51'},2011,Jeep,Wrangler,c22566
2896,{'$oid': '5f96f3908ba96e2546164e52'},2010,Jeep,Wrangler,c21934
2897,{'$oid': '5f96f3908ba96e2546164e53'},2009,Jeep,Wrangler,c21337
2898,{'$oid': '5f96f3918ba96e2546164e54'},2008,Jeep,Wrangler,c9171
2899,{'$oid': '5f96f3918ba96e2546164e55'},2007,Jeep,Wrangler,c6760
2900,{'$oid': '5f96f3918ba96e2546164e56'},2006,Jeep,Wrangler,c5641
2901,{'$oid': '5f96f3918ba96e2546164e57'},2005,Jeep,Wrangler,c2390
2902,{'$oid': '5f96f3928ba96e2546164e58'},2004,Jeep,Wrangler,c2393
2903,{'$oid': '5f96f3928ba96e2546164e59'},2003,Jeep,Wrangler,c2396
2904,{'$oid': '5f96f3928ba96e2546164e5a'},2002,Jeep,Wrangler,c2399
2905,{'$oid': '5f96f3928ba96e2546164e5b'},2001,Jeep,Wrangler,c2402
2906,{'$oid': '5f96f3938ba96e2546164e5c'},2000,Jeep,Wrangler,c2405
2907,{'$oid': '5f96f3938ba96e2546164e5d'},2021,Jeep,Wrangler Unlimited,c30875
2908,{'$oid': '5f96f3938ba96e2546164e5e'},2020,Jeep,Wrangler Unlimited,c29338
2909,{'$oid': '5f96f3948ba96e2546164e5f'},2019,Jeep,Wrangler Unlimited,c28787
2910,{'$oid': '5f96f3948ba96e2546164e60'},2018,Jeep,Wrangler Unlimited,c27140
2911,{'$oid': '5f96f3948ba96e2546164e61'},2017,Jeep,Wrangler Unlimited,c26299
2912,{'$oid': '5f96f3948ba96e2546164e62'},2016,Jeep,Wrangler Unlimited,c25822
2913,{'$oid': '5f96f3958ba96e2546164e63'},2015,Jeep,Wrangler Unlimited,c25823
2914,{'$oid': '5f96f3958ba96e2546164e64'},2014,Jeep,Wrangler Unlimited,c25824
2915,{'$oid': '5f96f3958ba96e2546164e65'},2013,Jeep,Wrangler Unlimited,c25825
2916,{'$oid': '5f96f3958ba96e2546164e66'},2012,Jeep,Wrangler Unlimited,c25832
2917,{'$oid': '5f96f3968ba96e2546164e67'},2011,Jeep,Wrangler Unlimited,c25826
2918,{'$oid': '5f96f3968ba96e2546164e68'},2010,Jeep,Wrangler Unlimited,c25827
2919,{'$oid': '5f96f3968ba96e2546164e69'},2009,Jeep,Wrangler Unlimited,c25828
2920,{'$oid': '5f96f3968ba96e2546164e6a'},2008,Jeep,Wrangler Unlimited,c25829
2921,{'$oid': '5f96f3978ba96e2546164e6b'},2007,Jeep,Wrangler Unlimited,c25830
2922,{'$oid': '5f96f3978ba96e2546164e6c'},2020,Kia,Cadenza,c30293
2923,{'$oid': '5f96f3978ba96e2546164e6d'},2019,Kia,Cadenza,c28838
2924,{'$oid': '5f96f3978ba96e2546164e6e'},2018,Kia,Cadenza,c27380
2925,{'$oid': '5f96f3988ba96e2546164e6f'},2017,Kia,Cadenza,c25863
2926,{'$oid': '5f96f3988ba96e2546164e70'},2016,Kia,Cadenza,c25375
2927,{'$oid': '5f96f3988ba96e2546164e71'},2015,Kia,Cadenza,c24626
2928,{'$oid': '5f96f3988ba96e2546164e72'},2014,Kia,Cadenza,c23897
2929,{'$oid': '5f96f3998ba96e2546164e73'},2021,Kia,Forte,c30795
2930,{'$oid': '5f96f3998ba96e2546164e74'},2020,Kia,Forte,c28860
2931,{'$oid': '5f96f3998ba96e2546164e75'},2019,Kia,Forte,c27515
2932,{'$oid': '5f96f39a8ba96e2546164e76'},2018,Kia,Forte,c27086
2933,{'$oid': '5f96f39a8ba96e2546164e77'},2017,Kia,Forte,c25784
2934,{'$oid': '5f96f39a8ba96e2546164e78'},2016,Kia,Forte,c25144
2935,{'$oid': '5f96f39a8ba96e2546164e79'},2015,Kia,Forte,c24451
2936,{'$oid': '5f96f39b8ba96e2546164e7a'},2014,Kia,Forte,c23871
2937,{'$oid': '5f96f39b8ba96e2546164e7b'},2013,Kia,Forte,c23467
2938,{'$oid': '5f96f39b8ba96e2546164e7c'},2012,Kia,Forte,c23062
2939,{'$oid': '5f96f39b8ba96e2546164e7d'},2011,Kia,Forte,c22783
2940,{'$oid': '5f96f39c8ba96e2546164e7e'},2010,Kia,Forte,c21665
2941,{'$oid': '5f96f39c8ba96e2546164e7f'},2016,Kia,Forte Koup,c25498
2942,{'$oid': '5f96f39c8ba96e2546164e80'},2015,Kia,Forte Koup,c24453
2943,{'$oid': '5f96f39c8ba96e2546164e81'},2014,Kia,Forte Koup,c24058
2944,{'$oid': '5f96f39d8ba96e2546164e82'},2013,Kia,Forte Koup,c23473
2945,{'$oid': '5f96f39d8ba96e2546164e83'},2012,Kia,Forte Koup,c23061
2946,{'$oid': '5f96f39d8ba96e2546164e84'},2011,Kia,Forte Koup,c22784
2947,{'$oid': '5f96f39d8ba96e2546164e85'},2010,Kia,Forte Koup,c21666
2948,{'$oid': '5f96f39e8ba96e2546164e86'},2018,Kia,Forte5,c27209
2949,{'$oid': '5f96f39e8ba96e2546164e87'},2017,Kia,Forte5,c25787
2950,{'$oid': '5f96f39e8ba96e2546164e88'},2016,Kia,Forte5,c25173
2951,{'$oid': '5f96f39e8ba96e2546164e89'},2015,Kia,Forte5,c24452
2952,{'$oid': '5f96f39f8ba96e2546164e8a'},2014,Kia,Forte5,c23886
2953,{'$oid': '5f96f39f8ba96e2546164e8b'},2013,Kia,Forte5,c23468
2954,{'$oid': '5f96f39f8ba96e2546164e8c'},2012,Kia,Forte5,c23348
2955,{'$oid': '5f96f39f8ba96e2546164e8d'},2011,Kia,Forte5,c23700
2956,{'$oid': '5f96f3a08ba96e2546164e8e'},2021,Kia,K5,c30683
2957,{'$oid': '5f96f3a08ba96e2546164e8f'},2020,Kia,K900,c29954
2958,{'$oid': '5f96f3a08ba96e2546164e90'},2019,Kia,K900,c27695
2959,{'$oid': '5f96f3a18ba96e2546164e91'},2018,Kia,K900,c27449
2960,{'$oid': '5f96f3a18ba96e2546164e92'},2017,Kia,K900,c26544
2961,{'$oid': '5f96f3a18ba96e2546164e93'},2016,Kia,K900,c25392
2962,{'$oid': '5f96f3a18ba96e2546164e94'},2015,Kia,K900,c24327
2963,{'$oid': '5f96f3a28ba96e2546164e95'},2020,Kia,Niro,c30312
2964,{'$oid': '5f96f3a28ba96e2546164e96'},2019,Kia,Niro,c28785
2965,{'$oid': '5f96f3a28ba96e2546164e97'},2018,Kia,Niro,c27246
2966,{'$oid': '5f96f3a28ba96e2546164e98'},2017,Kia,Niro,c25798
2967,{'$oid': '5f96f3a38ba96e2546164e99'},2020,Kia,Niro EV,c30411
2968,{'$oid': '5f96f3a38ba96e2546164e9a'},2019,Kia,Niro EV,c28933
2969,{'$oid': '5f96f3a38ba96e2546164e9b'},2020,Kia,Niro Hybrid Plug-In,c30313
2970,{'$oid': '5f96f3a38ba96e2546164e9c'},2019,Kia,Niro Hybrid Plug-In,c28818
2971,{'$oid': '5f96f3a48ba96e2546164e9d'},2018,Kia,Niro Hybrid Plug-In,c27469
2972,{'$oid': '5f96f3a48ba96e2546164e9e'},2020,Kia,Optima,c29522
2973,{'$oid': '5f96f3a48ba96e2546164e9f'},2019,Kia,Optima,c27694
2974,{'$oid': '5f96f3a48ba96e2546164ea0'},2018,Kia,Optima,c27057
2975,{'$oid': '5f96f3a58ba96e2546164ea1'},2017,Kia,Optima,c26500
2976,{'$oid': '5f96f3a58ba96e2546164ea2'},2016,Kia,Optima,c24871
2977,{'$oid': '5f96f3a58ba96e2546164ea3'},2015,Kia,Optima,c24438
2978,{'$oid': '5f96f3a58ba96e2546164ea4'},2014,Kia,Optima,c24065
2979,{'$oid': '5f96f3a68ba96e2546164ea5'},2013,Kia,Optima,c23248
2980,{'$oid': '5f96f3a68ba96e2546164ea6'},2012,Kia,Optima,c23169
2981,{'$oid': '5f96f3a68ba96e2546164ea7'},2011,Kia,Optima,c22565
2982,{'$oid': '5f96f3a68ba96e2546164ea8'},2010,Kia,Optima,c21975
2983,{'$oid': '5f96f3a78ba96e2546164ea9'},2009,Kia,Optima,c21471
2984,{'$oid': '5f96f3a78ba96e2546164eaa'},2008,Kia,Optima,c15431
2985,{'$oid': '5f96f3a78ba96e2546164eab'},2007,Kia,Optima,c8009
2986,{'$oid': '5f96f3a78ba96e2546164eac'},2006,Kia,Optima,c5643
2987,{'$oid': '5f96f3a88ba96e2546164ead'},2005,Kia,Optima,c2440
2988,{'$oid': '5f96f3a88ba96e2546164eae'},2004,Kia,Optima,c2447
2989,{'$oid': '5f96f3a88ba96e2546164eaf'},2003,Kia,Optima,c2452
2990,{'$oid': '5f96f3a88ba96e2546164eb0'},2002,Kia,Optima,c2457
2991,{'$oid': '5f96f3a98ba96e2546164eb1'},2001,Kia,Optima,c2462
2992,{'$oid': '5f96f3a98ba96e2546164eb2'},2020,Kia,Optima Hybrid,c29287
2993,{'$oid': '5f96f3a98ba96e2546164eb3'},2019,Kia,Optima Hybrid,c28778
2994,{'$oid': '5f96f3aa8ba96e2546164eb4'},2018,Kia,Optima Hybrid,c27450
2995,{'$oid': '5f96f3aa8ba96e2546164eb5'},2017,Kia,Optima Hybrid,c25856
2996,{'$oid': '5f96f3aa8ba96e2546164eb6'},2016,Kia,Optima Hybrid,c25275
2997,{'$oid': '5f96f3aa8ba96e2546164eb7'},2015,Kia,Optima Hybrid,c24737
2998,{'$oid': '5f96f3ab8ba96e2546164eb8'},2014,Kia,Optima Hybrid,c24275
2999,{'$oid': '5f96f3ab8ba96e2546164eb9'},2013,Kia,Optima Hybrid,c23933
3000,{'$oid': '5f96f3ab8ba96e2546164eba'},2012,Kia,Optima Hybrid,c23349
3001,{'$oid': '5f96f3ab8ba96e2546164ebb'},2011,Kia,Optima Hybrid,c23413
3002,{'$oid': '5f96f3ac8ba96e2546164ebc'},2020,Kia,Optima Hybrid Plug-In ,c29129
3003,{'$oid': '5f96f3ac8ba96e2546164ebd'},2019,Kia,Optima Hybrid Plug-In ,c28779
3004,{'$oid': '5f96f3ac8ba96e2546164ebe'},2018,Kia,Optima Hybrid Plug-In ,c27451
3005,{'$oid': '5f96f3ac8ba96e2546164ebf'},2017,Kia,Optima Hybrid Plug-In ,c25799
3006,{'$oid': '5f96f3ad8ba96e2546164ec0'},2020,Kia,Rio,c29741
3007,{'$oid': '5f96f3ad8ba96e2546164ec1'},2019,Kia,Rio,c28783
3008,{'$oid': '5f96f3ad8ba96e2546164ec2'},2018,Kia,Rio,c26858
3009,{'$oid': '5f96f3ad8ba96e2546164ec3'},2017,Kia,Rio,c26100
3010,{'$oid': '5f96f3ae8ba96e2546164ec4'},2016,Kia,Rio,c24839
3011,{'$oid': '5f96f3ae8ba96e2546164ec5'},2015,Kia,Rio,c24541
3012,{'$oid': '5f96f3ae8ba96e2546164ec6'},2014,Kia,Rio,c24243
3013,{'$oid': '5f96f3ae8ba96e2546164ec7'},2013,Kia,Rio,c23407
3014,{'$oid': '5f96f3af8ba96e2546164ec8'},2012,Kia,Rio,c23171
3015,{'$oid': '5f96f3af8ba96e2546164ec9'},2011,Kia,Rio,c22407
3016,{'$oid': '5f96f3af8ba96e2546164eca'},2010,Kia,Rio,c22041
3017,{'$oid': '5f96f3af8ba96e2546164ecb'},2009,Kia,Rio,c21472
3018,{'$oid': '5f96f3b08ba96e2546164ecc'},2008,Kia,Rio,c13075
3019,{'$oid': '5f96f3b08ba96e2546164ecd'},2007,Kia,Rio,c8011
3020,{'$oid': '5f96f3b08ba96e2546164ece'},2006,Kia,Rio,c5644
3021,{'$oid': '5f96f3b08ba96e2546164ecf'},2005,Kia,Rio,c2441
3022,{'$oid': '5f96f3b18ba96e2546164ed0'},2004,Kia,Rio,c2448
3023,{'$oid': '5f96f3b18ba96e2546164ed1'},2003,Kia,Rio,c2453
3024,{'$oid': '5f96f3b18ba96e2546164ed2'},2002,Kia,Rio,c2458
3025,{'$oid': '5f96f3b18ba96e2546164ed3'},2001,Kia,Rio,c2463
3026,{'$oid': '5f96f3b28ba96e2546164ed4'},2020,Kia,Rio5,c29742
3027,{'$oid': '5f96f3b28ba96e2546164ed5'},2019,Kia,Rio5,c28839
3028,{'$oid': '5f96f3b28ba96e2546164ed6'},2018,Kia,Rio5,c26859
3029,{'$oid': '5f96f3b38ba96e2546164ed7'},2017,Kia,Rio5,c26101
3030,{'$oid': '5f96f3b38ba96e2546164ed8'},2016,Kia,Rio5,c24840
3031,{'$oid': '5f96f3b38ba96e2546164ed9'},2015,Kia,Rio5,c24500
3032,{'$oid': '5f96f3b38ba96e2546164eda'},2014,Kia,Rio5,c24244
3033,{'$oid': '5f96f3b48ba96e2546164edb'},2013,Kia,Rio5,c23408
3034,{'$oid': '5f96f3b48ba96e2546164edc'},2012,Kia,Rio5,c23347
3035,{'$oid': '5f96f3b48ba96e2546164edd'},2011,Kia,Rio5,c25517
3036,{'$oid': '5f96f3b48ba96e2546164ede'},2010,Kia,Rio5,c25516
3037,{'$oid': '5f96f3b58ba96e2546164edf'},2009,Kia,Rio5,c25515
3038,{'$oid': '5f96f3b58ba96e2546164ee0'},2008,Kia,Rio5,c25514
3039,{'$oid': '5f96f3b58ba96e2546164ee1'},2007,Kia,Rio5,c25513
3040,{'$oid': '5f96f3b58ba96e2546164ee2'},2006,Kia,Rio5,c25512
3041,{'$oid': '5f96f3b68ba96e2546164ee3'},2010,Kia,Rondo,c23701
3042,{'$oid': '5f96f3b68ba96e2546164ee4'},2009,Kia,Rondo,c21473
3043,{'$oid': '5f96f3b68ba96e2546164ee5'},2008,Kia,Rondo,c15456
3044,{'$oid': '5f96f3b68ba96e2546164ee6'},2007,Kia,Rondo,c8008
3045,{'$oid': '5f96f3b78ba96e2546164ee7'},2021,Kia,Sedona,c30772
3046,{'$oid': '5f96f3b78ba96e2546164ee8'},2020,Kia,Sedona,c29230
3047,{'$oid': '5f96f3b78ba96e2546164ee9'},2019,Kia,Sedona,c27693
3048,{'$oid': '5f96f3b78ba96e2546164eea'},2018,Kia,Sedona,c27058
3049,{'$oid': '5f96f3b88ba96e2546164eeb'},2017,Kia,Sedona,c26102
3050,{'$oid': '5f96f3b88ba96e2546164eec'},2016,Kia,Sedona,c25067
3051,{'$oid': '5f96f3b88ba96e2546164eed'},2015,Kia,Sedona,c24686
3052,{'$oid': '5f96f3b88ba96e2546164eee'},2014,Kia,Sedona,c24042
3053,{'$oid': '5f96f3b98ba96e2546164eef'},2012,Kia,Sedona,c22989
3054,{'$oid': '5f96f3b98ba96e2546164ef0'},2011,Kia,Sedona,c22408
3055,{'$oid': '5f96f3b98ba96e2546164ef1'},2010,Kia,Sedona,c21966
3056,{'$oid': '5f96f3b98ba96e2546164ef2'},2009,Kia,Sedona,c21898
3057,{'$oid': '5f96f3ba8ba96e2546164ef3'},2008,Kia,Sedona,c13091
3058,{'$oid': '5f96f3ba8ba96e2546164ef4'},2007,Kia,Sedona,c8005
3059,{'$oid': '5f96f3ba8ba96e2546164ef5'},2006,Kia,Sedona,c5645
3060,{'$oid': '5f96f3ba8ba96e2546164ef6'},2005,Kia,Sedona,c2442
3061,{'$oid': '5f96f3bb8ba96e2546164ef7'},2004,Kia,Sedona,c2449
3062,{'$oid': '5f96f3bb8ba96e2546164ef8'},2003,Kia,Sedona,c2454
3063,{'$oid': '5f96f3bb8ba96e2546164ef9'},2002,Kia,Sedona,c2459
3064,{'$oid': '5f96f3bb8ba96e2546164efa'},2021,Kia,Seltos,c29891
3065,{'$oid': '5f96f3bc8ba96e2546164efb'},2020,Kia,Sorento,c29617
3066,{'$oid': '5f96f3bc8ba96e2546164efc'},2019,Kia,Sorento,c27516
3067,{'$oid': '5f96f3bc8ba96e2546164efd'},2018,Kia,Sorento,c27011
3068,{'$oid': '5f96f3bd8ba96e2546164efe'},2017,Kia,Sorento,c25948
3069,{'$oid': '5f96f3bd8ba96e2546164eff'},2016,Kia,Sorento,c24770
3070,{'$oid': '5f96f3bd8ba96e2546164f00'},2015,Kia,Sorento,c24306
3071,{'$oid': '5f96f3bd8ba96e2546164f01'},2014,Kia,Sorento,c23872
3072,{'$oid': '5f96f3be8ba96e2546164f02'},2013,Kia,Sorento,c23324
3073,{'$oid': '5f96f3be8ba96e2546164f03'},2012,Kia,Sorento,c22988
3074,{'$oid': '5f96f3be8ba96e2546164f04'},2011,Kia,Sorento,c22038
3075,{'$oid': '5f96f3be8ba96e2546164f05'},2009,Kia,Sorento,c21667
3076,{'$oid': '5f96f3bf8ba96e2546164f06'},2008,Kia,Sorento,c15432
3077,{'$oid': '5f96f3bf8ba96e2546164f07'},2007,Kia,Sorento,c8006
3078,{'$oid': '5f96f3bf8ba96e2546164f08'},2006,Kia,Sorento,c5646
3079,{'$oid': '5f96f3bf8ba96e2546164f09'},2005,Kia,Sorento,c2443
3080,{'$oid': '5f96f3c08ba96e2546164f0a'},2004,Kia,Sorento,c2450
3081,{'$oid': '5f96f3c08ba96e2546164f0b'},2003,Kia,Sorento,c2455
3082,{'$oid': '5f96f3c08ba96e2546164f0c'},2021,Kia,Soul,c30632
3083,{'$oid': '5f96f3c08ba96e2546164f0d'},2020,Kia,Soul,c28922
3084,{'$oid': '5f96f3c18ba96e2546164f0e'},2019,Kia,Soul,c28157
3085,{'$oid': '5f96f3c18ba96e2546164f0f'},2018,Kia,Soul,c27087
3086,{'$oid': '5f96f3c18ba96e2546164f10'},2017,Kia,Soul,c26389
3087,{'$oid': '5f96f3c18ba96e2546164f11'},2016,Kia,Soul,c25186
3088,{'$oid': '5f96f3c28ba96e2546164f12'},2015,Kia,Soul,c24517
3089,{'$oid': '5f96f3c28ba96e2546164f13'},2014,Kia,Soul,c23899
3090,{'$oid': '5f96f3c28ba96e2546164f14'},2013,Kia,Soul,c23474
3091,{'$oid': '5f96f3c28ba96e2546164f15'},2012,Kia,Soul,c23170
3092,{'$oid': '5f96f3c38ba96e2546164f16'},2011,Kia,Soul,c22498
3093,{'$oid': '5f96f3c38ba96e2546164f17'},2010,Kia,Soul,c21449
3094,{'$oid': '5f96f3c38ba96e2546164f18'},2019,Kia,Soul EV,c28166
3095,{'$oid': '5f96f3c38ba96e2546164f19'},2018,Kia,Soul EV,c27210
3096,{'$oid': '5f96f3c48ba96e2546164f1a'},2017,Kia,Soul EV,c26480
3097,{'$oid': '5f96f3c48ba96e2546164f1b'},2016,Kia,Soul EV,c25145
3098,{'$oid': '5f96f3c48ba96e2546164f1c'},2015,Kia,Soul EV,c24660
3099,{'$oid': '5f96f3c48ba96e2546164f1d'},2009,Kia,Spectra,c21346
3100,{'$oid': '5f96f3c58ba96e2546164f1e'},2008,Kia,Spectra,c9229
3101,{'$oid': '5f96f3c58ba96e2546164f1f'},2007,Kia,Spectra,c8010
3102,{'$oid': '5f96f3c58ba96e2546164f20'},2006,Kia,Spectra,c5647
3103,{'$oid': '5f96f3c58ba96e2546164f21'},2005,Kia,Spectra,c2444
3104,{'$oid': '5f96f3c68ba96e2546164f22'},2004,Kia,Spectra,c2451
3105,{'$oid': '5f96f3c68ba96e2546164f23'},2003,Kia,Spectra,c2456
3106,{'$oid': '5f96f3c68ba96e2546164f24'},2002,Kia,Spectra,c2460
3107,{'$oid': '5f96f3c68ba96e2546164f25'},2001,Kia,Spectra,c2465
3108,{'$oid': '5f96f3c78ba96e2546164f26'},2021,Kia,Sportage,c30811
3109,{'$oid': '5f96f3c78ba96e2546164f27'},2020,Kia,Sportage,c29020
3110,{'$oid': '5f96f3c78ba96e2546164f28'},2019,Kia,Sportage,c28158
3111,{'$oid': '5f96f3c78ba96e2546164f29'},2018,Kia,Sportage,c26998
3112,{'$oid': '5f96f3c88ba96e2546164f2a'},2017,Kia,Sportage,c25793
3113,{'$oid': '5f96f3c88ba96e2546164f2b'},2016,Kia,Sportage,c25093
3114,{'$oid': '5f96f3c88ba96e2546164f2c'},2015,Kia,Sportage,c24560
3115,{'$oid': '5f96f3c88ba96e2546164f2d'},2014,Kia,Sportage,c24232
3116,{'$oid': '5f96f3c98ba96e2546164f2e'},2013,Kia,Sportage,c23519
3117,{'$oid': '5f96f3c98ba96e2546164f2f'},2012,Kia,Sportage,c22987
3118,{'$oid': '5f96f3c98ba96e2546164f30'},2011,Kia,Sportage,c22431
